id,date,type,category,amount,payment_method,recurring
1830,2021-02-14,Income,Entertainment,1635.95,Other,1
1831,2021-10-13,Expense,Gifts/Donations,2488.5034503,Other,0
1832,2021-08-18,Income,Insurance,789.1500823642,Bank Transfer,0
1833,2021-01-13,Income,Rent/Mortgage,1752.33247659,Bank Transfer,0
1834,2021-11-02,Expense,Subscriptions,2341.678927,Cash,1
1835,2021-05-27,Expense,Healthcare,3393.6823421745,Debit Card,1
1836,2021-08-01,Expense,Debt Repayment,1266.589868,Other,0
1837,2021-07-16,Income,Rent/Mortgage,2613.123187441,Other,1
1838,2021-07-19,Income,Entertainment,4191.8248,Other,0
1839,2021-08-06,Income,Subscriptions,3736.4,Debit Card,0
1840,2021-10-30,Expense,Dining Out,4988.926,Credit Card,0
1841,2021-05-14,Income,Gifts/Donations,3231.291,Debit Card,0
1842,2021-10-28,Income,Debt Repayment,1600.7536,Bank Transfer,0
1843,2021-06-22,Expense,Rent/Mortgage,993.45,Cash,1
1844,2021-08-08,Expense,Internet,3954.251,Other,0
1845,2021-05-16,Income,Insurance,4531.1,Other,1
1846,2021-08-30,Income,Insurance,4344.99339074,Debit Card,0
1847,2021-04-15,Expense,Dining Out,3428.918995,Debit Card,0
1848,2021-12-23,Expense,Internet,4741.22580614,Bank Transfer,1
1849,2021-09-25,Expense,Phone,1035.3,Other,1
1850,2021-03-28,Expense,Shopping,2270.693761708,Bank Transfer,0
1851,2021-08-07,Expense,Utilities,4487.21428,Other,1
1852,2021-12-16,Income,Childcare,4340.83,Credit Card,1
1853,2021-07-20,Expense,Healthcare,549.473651687,Cash,0
1854,2021-09-21,Expense,Transportation,246.64,Cash,1
1855,2021-01-08,Income,Insurance,353.3351061638,Cash,0
1856,2021-10-27,Expense,Dining Out,136.97684,Bank Transfer,1
1857,2021-11-18,Expense,Childcare,1389.7,Other,1
1858,2021-03-03,Income,Rent/Mortgage,2308.30175662142,Other,1
1859,2021-09-18,Expense,Healthcare,3811.8519514,Other,1
1860,2021-02-22,Income,Shopping,4438.811,Other,1
1861,2021-03-22,Expense,Education,1833.9,Credit Card,0
1862,2021-05-13,Expense,Utilities,2810.1275984,Debit Card,0
1863,2021-06-07,Expense,Groceries,4873.7,Bank Transfer,0
1864,2021-11-12,Income,Utilities,3668.65070384299,Other,1
1865,2021-07-04,Expense,Dining Out,3531.24,Bank Transfer,0
1866,2021-03-06,Expense,Debt Repayment,858.83495766,Other,0
1867,2021-10-18,Income,Travel,4606.596306649,Other,0
1868,2021-07-29,Expense,Dining Out,4985.45,Bank Transfer,1
1869,2021-11-03,Expense,Insurance,4421.52364389688,Credit Card,0
1870,2021-06-02,Income,Insurance,3005.7,Debit Card,0
1871,2021-03-06,Income,Groceries,882.77,Credit Card,0
1872,2021-03-05,Income,Transportation,3655.3,Other,0
1873,2021-07-13,Income,Internet,1145.5242312441,Other,1
1874,2021-02-25,Income,Insurance,4903.44424659,Cash,0
1875,2021-03-25,Expense,Gifts/Donations,4648.9184472,Debit Card,0
1876,2021-03-19,Expense,Phone,2565.57,Cash,1
1877,2021-07-05,Expense,Groceries,3766.56158059302,Credit Card,0
1878,2021-02-19,Income,Utilities,4452.2,Credit Card,0
1879,2021-10-18,Income,Insurance,2778.541539,Bank Transfer,1
1880,2021-08-18,Income,Entertainment,4597.264,Other,0
1881,2021-09-20,Expense,Internet,1044.1363721304,Credit Card,1
1882,2021-08-27,Expense,Dining Out,3107.9244485378,Credit Card,0
1883,2021-02-14,Expense,Internet,940.32,Bank Transfer,0
1884,2021-03-22,Expense,Entertainment,4701.7823052937,Other,0
1885,2021-07-17,Expense,Groceries,4978.70024723,Other,0
1886,2021-09-30,Expense,Internet,577.3,Other,1
1887,2021-03-05,Expense,Internet,1154.4853456746,Credit Card,1
1888,2021-06-09,Expense,Healthcare,3064.5806,Other,1
1889,2021-03-25,Expense,Internet,3056.21678,Debit Card,1
1890,2021-02-03,Income,Transportation,347.1486944988,Bank Transfer,0
1891,2021-04-17,Expense,Transportation,3365.49752234,Bank Transfer,1
1892,2021-01-05,Expense,Dining Out,2431.586742,Credit Card,1
1893,2021-10-28,Income,Childcare,3796.14915757,Cash,0
1894,2021-01-16,Income,Groceries,2648.20005385046,Debit Card,1
1895,2021-04-14,Income,Debt Repayment,147.515227,Debit Card,0
1896,2021-12-24,Income,Childcare,1324.433116,Bank Transfer,0
1897,2021-02-09,Expense,Rent/Mortgage,4014.117576,Bank Transfer,1
1898,2021-09-18,Expense,Debt Repayment,3232.7612964877,Bank Transfer,0
1899,2021-09-03,Income,Travel,3768.12653575389,Credit Card,0
1900,2021-11-04,Income,Debt Repayment,1981.49732,Other,0
1901,2021-03-20,Expense,Shopping,2754.31778,Debit Card,0
1902,2021-09-23,Expense,Utilities,673.2486,Bank Transfer,1
1903,2021-03-30,Income,Rent/Mortgage,300.8,Cash,1
1904,2021-04-06,Income,Internet,4443.576024,Other,0
1905,2021-08-31,Income,Groceries,752.6,Cash,0
1906,2021-02-25,Income,Healthcare,778.826067571,Credit Card,1
1907,2021-01-18,Expense,Subscriptions,2527.5775,Bank Transfer,1
1908,2021-05-07,Income,Entertainment,546.0,Debit Card,0
1909,2021-02-04,Expense,Healthcare,4290.899,Other,1
1910,2021-01-09,Income,Rent/Mortgage,3225.10588,Debit Card,1
1911,2021-07-07,Expense,Healthcare,4287.278476115,Credit Card,0
1912,2021-04-27,Expense,Groceries,3931.2,Bank Transfer,0
1913,2021-07-21,Income,Entertainment,3461.2311064023,Credit Card,0
1914,2021-08-12,Income,Subscriptions,2931.8233556727,Debit Card,1
1915,2021-10-01,Expense,Internet,4679.7301,Bank Transfer,1
1916,2021-05-13,Expense,Childcare,3422.302375,Bank Transfer,1
1917,2021-09-06,Income,Utilities,4917.4860186706,Cash,1
1918,2021-08-22,Expense,Groceries,173.218554,Cash,1
1919,2021-01-19,Expense,Utilities,4251.625,Debit Card,0
1920,2021-09-28,Expense,Shopping,3576.598649851,Debit Card,1
1921,2021-09-18,Expense,Gifts/Donations,4185.8465926,Bank Transfer,1
1922,2021-06-30,Income,Dining Out,157.83869,Bank Transfer,0
1923,2021-02-24,Expense,Subscriptions,1842.94,Other,0
1924,2021-11-03,Income,Phone,4839.678007,Debit Card,1
1925,2021-05-28,Expense,Healthcare,1727.2527,Bank Transfer,0
1926,2021-02-06,Income,Debt Repayment,2669.5388282,Other,0
1927,2021-09-14,Income,Subscriptions,4951.58334770935,Credit Card,1
1928,2021-11-13,Income,Phone,73.100454,Credit Card,1
1929,2021-10-08,Income,Phone,4915.8482434,Credit Card,1
1930,2021-08-31,Income,Phone,2978.4794557612,Bank Transfer,0
1931,2021-04-09,Income,Rent/Mortgage,4586.93781437,Other,0
1932,2021-10-02,Expense,Entertainment,3410.5443118071,Debit Card,1
1933,2021-06-05,Expense,Groceries,1175.1524119781,Debit Card,1
1934,2021-03-23,Expense,Transportation,3145.86980578376,Bank Transfer,0
1935,2021-04-22,Expense,Gifts/Donations,376.5304,Cash,1
1936,2021-08-15,Expense,Subscriptions,1242.6936,Other,1
1937,2021-07-27,Expense,Subscriptions,4205.0,Bank Transfer,0
1938,2021-12-20,Income,Shopping,689.49,Other,1
1939,2021-01-19,Expense,Insurance,4097.2124,Debit Card,1
1940,2021-04-17,Expense,Healthcare,3832.81626,Credit Card,1
1941,2021-11-27,Income,Education,4560.6441480468,Bank Transfer,0
1942,2021-04-07,Income,Rent/Mortgage,4705.78166,Bank Transfer,1
1943,2021-11-15,Expense,Utilities,2339.617,Other,1
1944,2021-08-12,Income,Debt Repayment,3669.6286199,Credit Card,0
1945,2021-05-28,Expense,Internet,2148.94,Other,1
1946,2021-08-12,Expense,Shopping,4786.49,Debit Card,0
1947,2021-09-07,Expense,Childcare,1147.1513,Credit Card,0
1948,2021-11-24,Income,Entertainment,3285.6,Debit Card,0
1949,2021-06-19,Expense,Entertainment,1780.26,Other,0
1950,2021-09-16,Income,Rent/Mortgage,3919.566,Bank Transfer,0
1951,2021-02-14,Income,Dining Out,643.87141525,Other,0
1952,2021-09-21,Expense,Rent/Mortgage,2194.48315604,Bank Transfer,0
1953,2021-08-13,Expense,Healthcare,2449.0,Credit Card,1
1954,2021-02-26,Expense,Shopping,4830.862,Credit Card,1
1955,2021-01-09,Expense,Groceries,4343.282,Debit Card,0
1956,2021-09-24,Expense,Dining Out,3909.41451313294,Cash,0
1957,2021-03-22,Income,Internet,4434.8,Debit Card,0
1958,2021-11-03,Expense,Debt Repayment,134.45479,Credit Card,0
1959,2021-06-18,Income,Gifts/Donations,4882.1661520998,Other,1
1960,2021-09-25,Income,Entertainment,4152.8722,Debit Card,1
1961,2021-12-27,Income,Rent/Mortgage,2029.15004513,Bank Transfer,1
1962,2021-09-06,Expense,Subscriptions,4697.53129688,Bank Transfer,0
1963,2021-04-22,Expense,Education,2829.45,Other,0
1964,2021-05-30,Income,Healthcare,2338.0,Other,0
1965,2021-02-13,Expense,Education,1707.5356169,Bank Transfer,0
1966,2021-11-04,Expense,Healthcare,4561.1760155031,Debit Card,1
1967,2021-07-07,Expense,Transportation,1008.6645514804,Bank Transfer,1
1968,2021-01-20,Expense,Gifts/Donations,3602.91941936,Credit Card,0
1969,2021-04-17,Income,Childcare,2650.8766,Credit Card,1
1970,2021-10-12,Expense,Healthcare,3784.179965375,Other,0
1971,2021-03-29,Expense,Childcare,4774.1680177008,Debit Card,1
1972,2021-08-17,Expense,Education,2975.8,Debit Card,1
1973,2021-08-17,Income,Transportation,4401.4430796501,Bank Transfer,1
1974,2021-09-22,Income,Phone,1538.167,Cash,1
1975,2021-08-17,Expense,Healthcare,2108.38972,Credit Card,0
1976,2021-11-01,Income,Entertainment,384.696693,Bank Transfer,0
1977,2021-06-24,Expense,Insurance,4436.47927,Credit Card,1
1978,2021-09-23,Income,Utilities,3183.1368238,Credit Card,1
1979,2021-11-07,Income,Insurance,1618.5,Debit Card,0
1980,2021-08-30,Expense,Entertainment,2373.10605728,Cash,0
1981,2021-08-13,Expense,Insurance,2113.12674,Bank Transfer,1
1982,2021-09-25,Income,Phone,1714.774618581,Credit Card,1
1983,2021-05-08,Income,Healthcare,3113.8656295384,Credit Card,1
1984,2021-02-25,Income,Childcare,3483.73,Bank Transfer,0
1985,2021-10-07,Income,Debt Repayment,1636.9961,Cash,1
1986,2021-03-31,Income,Shopping,3901.2254,Debit Card,0
1987,2021-02-16,Income,Phone,245.723835,Other,1
1988,2021-04-09,Expense,Education,1042.88,Credit Card,0
1989,2021-09-18,Income,Internet,3139.0,Bank Transfer,0
1990,2021-02-26,Income,Transportation,1918.45,Cash,1
1991,2021-04-11,Income,Healthcare,4288.92916051,Bank Transfer,0
1992,2021-06-10,Income,Internet,694.906137,Cash,1
1993,2021-02-05,Expense,Gifts/Donations,4069.364358,Debit Card,1
1994,2021-08-05,Expense,Debt Repayment,397.309767,Other,1
1995,2021-02-23,Income,Gifts/Donations,3594.50358,Credit Card,1
1996,2021-12-09,Expense,Shopping,4658.4442729648,Debit Card,0
1997,2021-06-27,Income,Healthcare,1170.9597,Debit Card,1
1998,2021-08-24,Income,Internet,3570.588549101,Credit Card,0
1999,2021-08-20,Expense,Subscriptions,3153.20232862,Other,0
2000,2021-01-08,Expense,Debt Repayment,316.168,Bank Transfer,0
2001,2022-04-30,Expense,Groceries,462.80506785499,Debit Card,0
2002,2022-04-01,Income,Groceries,4314.4735317,Cash,1
2003,2022-10-11,Expense,Rent/Mortgage,3253.664411,Debit Card,1
2004,2022-12-16,Income,Utilities,2601.321863,Debit Card,1
2005,2022-02-12,Expense,Transportation,4835.9465,Other,0
2006,2022-12-13,Income,Internet,3345.443658,Cash,1
2007,2022-01-11,Income,Transportation,1247.8085,Other,0
2008,2022-10-23,Income,Education,3303.572,Other,1
2009,2022-05-30,Income,Transportation,382.775,Bank Transfer,1
2010,2022-08-12,Income,Debt Repayment,1580.4,Credit Card,0
2011,2022-01-16,Income,Travel,4602.4422909,Credit Card,0
2012,2022-12-12,Expense,Groceries,4326.92,Debit Card,0
2013,2022-04-14,Expense,Transportation,4209.5,Bank Transfer,1
2014,2022-10-06,Income,Debt Repayment,2850.9178331,Other,1
2015,2022-10-27,Expense,Gifts/Donations,4934.35,Other,1
2016,2022-10-16,Expense,Travel,2593.68412121919,Cash,0
2017,2022-09-23,Expense,Phone,3163.99,Credit Card,1
2018,2022-12-23,Expense,Healthcare,3421.8593,Cash,0
2019,2022-09-29,Expense,Insurance,4687.12292526,Debit Card,1
2020,2022-05-15,Income,Transportation,1773.5,Bank Transfer,1
2021,2022-11-18,Expense,Shopping,1463.929674,Bank Transfer,1
2022,2022-09-19,Expense,Shopping,3923.381294,Bank Transfer,1
2023,2022-09-24,Income,Childcare,4905.24218617948,Other,1
2024,2022-05-22,Income,Travel,1965.34,Other,1
2025,2022-09-23,Expense,Healthcare,2052.79565,Cash,1
2026,2022-10-06,Income,Childcare,4201.26627291,Credit Card,1
2027,2022-09-30,Expense,Shopping,2360.4626331,Debit Card,1
2028,2022-12-30,Income,Groceries,565.267177,Debit Card,1
2029,2022-05-27,Income,Travel,1208.16561052652,Debit Card,0
2030,2022-04-20,Expense,Groceries,2383.6192035,Bank Transfer,1
2031,2022-03-06,Expense,Education,2566.394,Other,1
2032,2022-07-03,Income,Entertainment,514.1009,Debit Card,1
2033,2022-06-29,Income,Debt Repayment,493.7,Credit Card,0
2034,2022-03-09,Expense,Phone,1419.735425347,Other,1
2035,2022-06-18,Expense,Shopping,763.75770072662,Credit Card,1
2036,2022-04-05,Expense,Subscriptions,1287.3,Credit Card,1
2037,2022-07-09,Income,Internet,263.38,Debit Card,1
2038,2022-07-02,Income,Utilities,3815.14275562,Credit Card,0
2039,2022-02-17,Expense,Internet,406.193445398,Credit Card,0
2040,2022-12-22,Expense,Shopping,3649.77225292,Other,1
2041,2022-03-18,Expense,Debt Repayment,3369.92,Credit Card,1
2042,2022-03-29,Expense,Education,1802.350096525,Cash,0
2043,2022-09-27,Expense,Rent/Mortgage,592.6664,Debit Card,0
2044,2022-07-06,Income,Rent/Mortgage,2114.486,Debit Card,0
2045,2022-03-19,Expense,Utilities,4774.553892,Bank Transfer,1
2046,2022-02-17,Income,Transportation,1153.78830397032,Bank Transfer,0
2047,2022-01-28,Expense,Entertainment,1590.27,Credit Card,0
2048,2022-03-29,Income,Internet,3702.732,Other,0
2049,2022-06-13,Expense,Groceries,2365.8536454,Debit Card,1
2050,2022-02-22,Expense,Subscriptions,4867.6210999283,Credit Card,0
2051,2022-06-04,Income,Childcare,379.6,Credit Card,0
2052,2022-12-23,Expense,Shopping,2194.902,Credit Card,0
2053,2022-09-20,Income,Groceries,1020.57064076851,Cash,0
2054,2022-01-23,Income,Education,2032.2026,Cash,1
2055,2022-08-18,Income,Shopping,2379.45297885031,Bank Transfer,1
2056,2022-06-08,Income,Rent/Mortgage,2309.3457,Cash,1
2057,2022-02-09,Expense,Transportation,2174.8797306,Debit Card,0
2058,2022-03-15,Expense,Utilities,2491.44221331133,Debit Card,1
2059,2022-03-15,Income,Insurance,1826.2241642,Cash,1
2060,2022-10-18,Income,Internet,2269.4,Bank Transfer,1
2061,2022-12-16,Expense,Childcare,1679.697772433,Cash,0
2062,2022-05-31,Expense,Insurance,4919.4624023998,Debit Card,0
2063,2022-06-16,Income,Shopping,1625.4,Bank Transfer,1
2064,2022-09-22,Expense,Travel,4768.972729,Other,0
2065,2022-12-21,Expense,Education,2641.5,Credit Card,1
2066,2022-05-26,Income,Insurance,1141.8785245,Cash,0
2067,2022-09-07,Expense,Transportation,4190.37061323,Credit Card,1
2068,2022-07-28,Income,Shopping,3313.1265103865,Debit Card,0
2069,2022-03-04,Income,Entertainment,1730.67,Credit Card,0
2070,2022-09-02,Expense,Debt Repayment,3400.2,Debit Card,1
2071,2022-06-07,Income,Phone,2945.407736731,Bank Transfer,0
2072,2022-11-03,Income,Phone,4458.918597,Cash,0
2073,2022-01-12,Expense,Childcare,786.2,Cash,1
2074,2022-05-01,Income,Gifts/Donations,2500.7835958,Bank Transfer,0
2075,2022-09-21,Income,Gifts/Donations,1272.68040446,Bank Transfer,1
2076,2022-04-01,Income,Debt Repayment,4585.1,Debit Card,1
2077,2022-04-13,Income,Rent/Mortgage,4413.84372703,Credit Card,0
2078,2022-12-06,Expense,Rent/Mortgage,1418.511,Debit Card,0
2079,2022-04-06,Income,Childcare,1574.6422192639,Credit Card,0
2080,2022-11-24,Income,Utilities,3701.862462,Other,0
2081,2022-06-07,Expense,Internet,576.9916218576,Bank Transfer,0
2082,2022-02-15,Expense,Rent/Mortgage,1766.85904556119,Credit Card,0
2083,2022-07-13,Income,Travel,1724.267933,Other,0
2084,2022-01-01,Expense,Entertainment,4876.92017,Bank Transfer,0
2085,2022-07-01,Expense,Education,1592.195565412,Debit Card,0
2086,2022-02-24,Income,Groceries,4335.8775493315,Cash,0
2087,2022-08-31,Income,Shopping,263.72,Bank Transfer,0
2088,2022-09-16,Expense,Debt Repayment,1305.8883,Bank Transfer,1
2089,2022-04-13,Expense,Transportation,712.298213,Bank Transfer,1
2090,2022-04-08,Expense,Education,1501.79,Credit Card,0
2091,2022-05-27,Expense,Transportation,237.816097721,Credit Card,1
2092,2022-02-13,Expense,Rent/Mortgage,3458.133446017,Bank Transfer,0
2093,2022-11-06,Income,Groceries,3843.300390147,Credit Card,0
2094,2022-10-15,Expense,Internet,2867.35951,Cash,1
2095,2022-08-29,Income,Groceries,2799.0,Credit Card,1
2096,2022-10-06,Expense,Internet,4552.78079,Bank Transfer,1
2097,2022-03-14,Expense,Internet,2120.48111,Bank Transfer,1
2098,2022-04-30,Income,Utilities,2436.173724578,Debit Card,1
2099,2022-10-22,Income,Internet,3240.2588,Credit Card,1
2100,2022-09-06,Income,Insurance,1649.14054318,Debit Card,0
2101,2022-12-21,Income,Gifts/Donations,4261.2,Bank Transfer,0
2102,2022-02-16,Expense,Rent/Mortgage,242.52,Credit Card,0
2103,2022-04-28,Expense,Dining Out,4793.232380104,Cash,1
2104,2022-09-02,Income,Internet,2314.4226,Credit Card,1
2105,2022-07-13,Income,Groceries,1911.90031782,Cash,0
2106,2022-04-24,Expense,Internet,1482.47715,Credit Card,0
2107,2022-09-29,Income,Education,3219.14,Debit Card,1
2108,2022-01-16,Income,Subscriptions,1850.91245948,Bank Transfer,0
2109,2022-08-24,Income,Insurance,57.34,Cash,0
2110,2022-11-17,Expense,Healthcare,4776.877141118,Cash,1
2111,2022-07-30,Income,Healthcare,4793.440601,Cash,1
2112,2022-09-27,Income,Internet,2600.616638,Other,1
2113,2022-05-31,Expense,Transportation,1984.5760862994,Credit Card,1
2114,2022-02-22,Income,Phone,1079.5331288027,Debit Card,1
2115,2022-01-06,Expense,Dining Out,2326.41,Cash,1
2116,2022-06-05,Income,Entertainment,1839.166198,Credit Card,0
2117,2022-10-14,Income,Education,1206.85979133,Debit Card,0
2118,2022-04-19,Expense,Travel,875.62474885,Bank Transfer,1
2119,2022-03-23,Expense,Travel,2693.46830791442,Debit Card,0
2120,2022-03-08,Expense,Rent/Mortgage,786.54358957045,Cash,1
2121,2022-10-28,Expense,Subscriptions,32.48381730289,Debit Card,0
2122,2022-04-24,Income,Rent/Mortgage,3992.94,Debit Card,1
2123,2022-03-23,Expense,Dining Out,3308.5833,Credit Card,0
2124,2022-09-26,Expense,Debt Repayment,3524.97682,Other,1
2125,2022-11-24,Expense,Healthcare,3355.20013,Bank Transfer,0
2126,2022-09-02,Expense,Healthcare,1514.59179972,Credit Card,1
2127,2022-08-08,Income,Utilities,1976.75685564,Cash,0
2128,2022-12-08,Income,Utilities,3692.468,Credit Card,0
2129,2022-12-19,Expense,Education,2444.582136414,Credit Card,0
2130,2022-12-30,Income,Education,422.69,Cash,0
2131,2022-07-07,Income,Travel,135.4937059419,Bank Transfer,1
2132,2022-09-25,Income,Groceries,1790.36175,Bank Transfer,0
2133,2022-08-22,Income,Education,2026.5983770903,Debit Card,0
2134,2022-08-29,Expense,Dining Out,224.4308376,Debit Card,1
2135,2022-01-24,Expense,Gifts/Donations,1896.3,Cash,0
2136,2022-03-12,Income,Gifts/Donations,4887.3,Other,1
2137,2022-07-09,Expense,Education,2305.3,Other,0
2138,2022-07-25,Income,Rent/Mortgage,141.9304865271,Debit Card,1
2139,2022-05-04,Expense,Gifts/Donations,917.575257,Other,1
2140,2022-07-06,Expense,Healthcare,291.939264,Other,0
2141,2022-12-10,Income,Entertainment,2835.2,Other,0
2142,2022-07-01,Income,Utilities,3596.66729,Credit Card,0
2143,2022-09-24,Income,Healthcare,183.9728696764,Other,1
2144,2022-03-21,Expense,Travel,526.1927602,Debit Card,0
2145,2022-04-22,Income,Education,855.41168,Bank Transfer,1
2146,2022-06-07,Expense,Childcare,627.3129261677,Bank Transfer,0
2147,2022-07-07,Income,Utilities,238.88744899,Debit Card,0
2148,2022-08-17,Expense,Travel,2232.3832,Debit Card,0
2149,2022-03-09,Expense,Healthcare,870.34552,Bank Transfer,0
2150,2022-02-12,Expense,Childcare,1663.48224744843,Other,1
2151,2022-03-12,Expense,Insurance,2630.6966,Credit Card,0
2152,2022-10-18,Expense,Education,2078.85025,Debit Card,0
2153,2022-12-13,Expense,Subscriptions,4923.92,Debit Card,1
2154,2022-10-26,Expense,Phone,1367.498097,Credit Card,1
2155,2022-01-21,Income,Phone,183.29921539,Debit Card,1
2156,2022-11-23,Income,Groceries,4623.538959,Credit Card,1
2157,2022-01-30,Expense,Subscriptions,4571.438,Credit Card,1
2158,2022-10-13,Expense,Groceries,4896.272,Bank Transfer,0
2159,2022-04-16,Income,Transportation,4727.624167,Cash,0
2160,2022-03-10,Expense,Insurance,1430.6638210147,Other,0
2161,2022-11-18,Income,Entertainment,4766.3179,Cash,1
2162,2022-01-09,Expense,Rent/Mortgage,1804.384,Cash,0
2163,2022-05-13,Expense,Groceries,3514.9616115,Bank Transfer,1
2164,2022-09-13,Income,Internet,1647.10421016169,Bank Transfer,1
2165,2022-11-26,Income,Debt Repayment,1064.41825,Credit Card,0
